id_prueba,timestamp,modo,tipo_evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,latencia,acierto,notas,interaccion,audio_path,latencia_ms,t_total_ms_numeric,distancia_verdad_cm,distancia_estimada_cm,diferencia_distancia_pct,clasificacion_distancia,texto_verdad,texto_predicho
4080,47:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 28/61 | 124964 bytes | sam_IMG_2085.JPG,LOCAL,,12.7,,,,,,,
4081,48:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 29/61 | 133244 bytes | IMG_2024.JPG,LOCAL,,12.7,,,,,,,
4082,48:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.7,,Test 30/61 | 117379 bytes | heon_IMG_1697.JPG,LOCAL,,12.7,,,,,,,
4083,48:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.0,,Test 31/61 | 141640 bytes | john_IMG_2789.jpg,LOCAL,,13,,,,,,,
4084,48:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 32/61 | 110239 bytes | john_IMG_0722.jpg,LOCAL,,12.8,,,,,,,
4085,48:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 33/61 | 126798 bytes | john_IMG_1778.jpg,LOCAL,,12.7,,,,,,,
4086,48:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,0.994,,00:12.9,,Test 34/61 | 106732 bytes | john_IMG_0579.jpg,LOCAL,,12.9,,,,,,,
4087,49:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.6,,Test 35/61 | 95858 bytes | john_IMG_1026.jpg,LOCAL,,12.6,,,,,,,
4088,49:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 36/61 | 122858 bytes | heon_IMG_0917.JPG,LOCAL,,12.7,,,,,,,
4089,49:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.5,,Test 37/61 | 108554 bytes | heon_IMG_1424.JPG,LOCAL,,12.5,,,,,,,
4090,49:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 38/61 | 142335 bytes | sam_IMG_1608.jpg,LOCAL,,12.8,,,,,,,
4091,49:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 39/61 | 131304 bytes | heon_IMG_1482.JPG,LOCAL,,12.7,,,,,,,
4092,49:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 40/61 | 133724 bytes | john_IMG_1999.jpg,LOCAL,,12.8,,,,,,,
4093,50:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.6,,Test 41/61 | 102296 bytes | IMG_1911.JPG,LOCAL,,12.6,,,,,,,
4094,50:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.9,,Test 42/61 | 152985 bytes | john_IMG_1678.jpg,LOCAL,,12.9,,,,,,,
4095,50:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 43/61 | 88304 bytes | heon_IMG_1095.JPG,LOCAL,,12.7,,,,,,,
4096,50:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.5,,Test 44/61 | 109002 bytes | heon_IMG_1731.JPG,LOCAL,,12.5,,,,,,,
4097,50:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.9,,Test 45/61 | 150979 bytes | john_IMG_2595.jpg,LOCAL,,12.9,,,,,,,
4098,50:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:12.6,,Test 46/61 | 112613 bytes | john_IMG_1606.jpg,LOCAL,,12.6,,,,,,,
4099,51:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 47/61 | 114252 bytes | john_IMG_1302.jpg,LOCAL,,12.7,,,,,,,
4100,51:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 48/61 | 137130 bytes | IMG_2097.JPG,LOCAL,,12.8,,,,,,,
4101,51:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_blank,0.995,,00:13.0,,Test 49/61 | 135779 bytes | sam_IMG_2139.JPG,LOCAL,,13,,,,,,,
4102,51:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 50/61 | 126207 bytes | john_IMG_1275.jpg,LOCAL,,13.4,,,,,,,
4103,51:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.5,,Test 51/61 | 90349 bytes | heon_IMG_1212.JPG,LOCAL,,12.5,,,,,,,
4104,51:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.2,,Test 52/61 | 107043 bytes | sam_IMG_1126.jpg,LOCAL,,13.2,,,,,,,
4105,52:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,green,0.573,,00:12.5,,Test 53/61 | 86424 bytes | heon_IMG_1074.JPG,LOCAL,,12.5,,,,,,,
4106,52:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 54/61 | 140673 bytes | sam_IMG_1602.jpg,LOCAL,,13.4,,,,,,,
4107,52:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 55/61 | 123079 bytes | heon_IMG_0776.JPG,LOCAL,,12.8,,,,,,,
4108,52:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.6,,Test 56/61 | 117199 bytes | heon_IMG_1435.JPG,LOCAL,,12.6,,,,,,,
4109,52:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:13.3,,Test 57/61 | 124449 bytes | john_39541545040071_.pic_hd.jpg,LOCAL,,13.3,,,,,,,
4110,52:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:14.0,,Test 59/61 | 138667 bytes | john_IMG_1700.jpg,LOCAL,,14,,,,,,,
4111,53:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,countdown_blank,1,,00:14.1,,Test 60/61 | 100306 bytes | john_IMG_0808.jpg,LOCAL,,14.1,,,,,,,
4112,53:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:16.4,,Test 1/61 | 149771 bytes | john_IMG_1583.jpg,LOCAL,,16.4,,,,,,,
4113,53:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61 | 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4053,43:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.9,,Test 1/61 | 149771 bytes | john_IMG_1583.jpg,LOCAL,,12.9,,,,,,,
4054,43:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61 | 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4055,43:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 3/61 | 134814 bytes | john_IMG_1887.jpg,LOCAL,,12.8,,,,,,,
4056,43:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:13.0,,Test 4/61 | 135561 bytes | heon_IMG_1327.JPG,LOCAL,,13,,,,,,,
4057,44:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.9,,Test 5/61 | 134318 bytes | john_IMG_2502.jpg,LOCAL,,12.9,,,,,,,
4058,44:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 6/61 | 126559 bytes | john_IMG_2295.jpg,LOCAL,,12.8,,,,,,,
4059,44:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 7/61 | 103367 bytes | heon_IMG_1328.JPG,LOCAL,,12.7,,,,,,,
4060,44:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.3,,Test 8/61 | 84529 bytes | heon_IMG_1418.JPG,LOCAL,,12.3,,,,,,,
4061,44:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.6,,Test 9/61 | 124175 bytes | john_IMG_2623.jpg,LOCAL,,12.6,,,,,,,
4062,44:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:13.0,,Test 10/61 | 134587 bytes | sam_IMG_1803.JPG,LOCAL,,13,,,,,,,
4063,45:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.5,,Test 11/61 | 98594 bytes | john_IMG_0684.jpg,LOCAL,,12.5,,,,,,,
4064,45:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.9,,Test 12/61 | 123661 bytes | heon_IMG_1393.JPG,LOCAL,,12.9,,,,,,,
4065,45:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,countdown_blank,1,,00:13.0,,Test 13/61 | 144128 bytes | john_IMG_1511.jpg,LOCAL,,13,,,,,,,
4066,45:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 14/61 | 133714 bytes | john_IMG_2313.jpg,LOCAL,,12.8,,,,,,,
4067,45:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 15/61 | 134201 bytes | john_IMG_0534.jpg,LOCAL,,12.8,,,,,,,
4068,45:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.8,,Test 16/61 | 127433 bytes | john_IMG_1229.jpg,LOCAL,,12.8,,,,,,,
4069,46:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 17/61 | 134433 bytes | john_IMG_2193.jpg,LOCAL,,12.7,,,,,,,
4070,46:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:12.2,,Test 18/61 | 55949 bytes | heon_IMG_1086.JPG,LOCAL,,12.2,,,,,,,
4071,46:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 19/61 | 125830 bytes | john_IMG_1884.jpg,LOCAL,,12.7,,,,,,,
4072,46:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.6,,Test 20/61 | 114374 bytes | heon_IMG_0880.JPG,LOCAL,,12.6,,,,,,,
4073,46:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.6,,Test 21/61 | 105916 bytes | heon_IMG_0857.JPG,LOCAL,,12.6,,,,,,,
4074,46:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 22/61 | 138311 bytes | sam_IMG_2444.JPG,LOCAL,,12.8,,,,,,,
4075,47:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 23/61 | 116562 bytes | john_IMG_1430.jpg,LOCAL,,12.7,,,,,,,
4076,47:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 24/61 | 142456 bytes | john_IMG_1348.jpg,LOCAL,,12.8,,,,,,,
4077,47:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 25/61 | 112404 bytes | heon_IMG_1681.JPG,LOCAL,,12.7,,,,,,,
4078,47:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.3,,Test 26/61 | 70445 bytes | heon_IMG_0987.JPG,LOCAL,,12.3,,,,,,,
4079,47:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.8,,Test 27/61 | 144448 bytes | john_IMG_2657.jpg,LOCAL,,12.8,,,,,,,
4080,47:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 28/61 | 124964 bytes | sam_IMG_2085.JPG,LOCAL,,12.7,,,,,,,
4081,48:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 29/61 | 133244 bytes | IMG_2024.JPG,LOCAL,,12.7,,,,,,,
4082,48:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.7,,Test 30/61 | 117379 bytes | heon_IMG_1697.JPG,LOCAL,,12.7,,,,,,,
4083,48:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.0,,Test 31/61 | 141640 bytes | john_IMG_2789.jpg,LOCAL,,13,,,,,,,
4084,48:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 32/61 | 110239 bytes | john_IMG_0722.jpg,LOCAL,,12.8,,,,,,,
4085,48:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 33/61 | 126798 bytes | john_IMG_1778.jpg,LOCAL,,12.7,,,,,,,
4086,48:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,0.994,,00:12.9,,Test 34/61 | 106732 bytes | john_IMG_0579.jpg,LOCAL,,12.9,,,,,,,
4087,49:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.6,,Test 35/61 | 95858 bytes | john_IMG_1026.jpg,LOCAL,,12.6,,,,,,,
4088,49:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 36/61 | 122858 bytes | heon_IMG_0917.JPG,LOCAL,,12.7,,,,,,,
4089,49:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.5,,Test 37/61 | 108554 bytes | heon_IMG_1424.JPG,LOCAL,,12.5,,,,,,,
4090,49:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 38/61 | 142335 bytes | sam_IMG_1608.jpg,LOCAL,,12.8,,,,,,,
4091,49:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 39/61 | 131304 bytes | heon_IMG_1482.JPG,LOCAL,,12.7,,,,,,,
4092,49:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 40/61 | 133724 bytes | john_IMG_1999.jpg,LOCAL,,12.8,,,,,,,
4093,50:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.6,,Test 41/61 | 102296 bytes | IMG_1911.JPG,LOCAL,,12.6,,,,,,,
4094,50:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.9,,Test 42/61 | 152985 bytes | john_IMG_1678.jpg,LOCAL,,12.9,,,,,,,
4095,50:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 43/61 | 88304 bytes | heon_IMG_1095.JPG,LOCAL,,12.7,,,,,,,
4096,50:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.5,,Test 44/61 | 109002 bytes | heon_IMG_1731.JPG,LOCAL,,12.5,,,,,,,
4097,50:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.9,,Test 45/61 | 150979 bytes | john_IMG_2595.jpg,LOCAL,,12.9,,,,,,,
4098,50:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:12.6,,Test 46/61 | 112613 bytes | john_IMG_1606.jpg,LOCAL,,12.6,,,,,,,
4099,51:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 47/61 | 114252 bytes | john_IMG_1302.jpg,LOCAL,,12.7,,,,,,,
4100,51:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 48/61 | 137130 bytes | IMG_2097.JPG,LOCAL,,12.8,,,,,,,
4101,51:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_blank,0.995,,00:13.0,,Test 49/61 | 135779 bytes | sam_IMG_2139.JPG,LOCAL,,13,,,,,,,
4102,51:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 50/61 | 126207 bytes | john_IMG_1275.jpg,LOCAL,,13.4,,,,,,,
4103,51:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.5,,Test 51/61 | 90349 bytes | heon_IMG_1212.JPG,LOCAL,,12.5,,,,,,,
4104,51:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.2,,Test 52/61 | 107043 bytes | sam_IMG_1126.jpg,LOCAL,,13.2,,,,,,,
4105,52:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,green,0.573,,00:12.5,,Test 53/61 | 86424 bytes | heon_IMG_1074.JPG,LOCAL,,12.5,,,,,,,
4106,52:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:13.4,,Test 54/61 | 140673 bytes | sam_IMG_1602.jpg,LOCAL,,13.4,,,,,,,
4107,52:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 55/61 | 123079 bytes | heon_IMG_0776.JPG,LOCAL,,12.8,,,,,,,
4108,52:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.6,,Test 56/61 | 117199 bytes | heon_IMG_1435.JPG,LOCAL,,12.6,,,,,,,
4109,52:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:13.3,,Test 57/61 | 124449 bytes | john_39541545040071_.pic_hd.jpg,LOCAL,,13.3,,,,,,,
4110,52:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:14.0,,Test 59/61 | 138667 bytes | john_IMG_1700.jpg,LOCAL,,14,,,,,,,
4111,53:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,countdown_blank,1,,00:14.1,,Test 60/61 | 100306 bytes | john_IMG_0808.jpg,LOCAL,,14.1,,,,,,,
4112,53:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:16.4,,Test 1/61 | 149771 bytes | john_IMG_1583.jpg,LOCAL,,16.4,,,,,,,
4113,53:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61 | 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4114,53:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.9,,Test 1/61 | 149771 bytes | john_IMG_1583.jpg,LOCAL,,12.9,,,,,,,
4115,53:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,countdown_blank,0.832,,00:12.6,,Test 2/61 | 106100 bytes | sam_IMG_1490.jpg,LOCAL,,12.6,,,,,,,
4116,53:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 3/61 | 134814 bytes | john_IMG_1887.jpg,LOCAL,,12.8,,,,,,,
4117,53:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:13.0,,Test 4/61 | 135561 bytes | heon_IMG_1327.JPG,LOCAL,,13,,,,,,,
4118,54:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.9,,Test 5/61 | 134318 bytes | john_IMG_2502.jpg,LOCAL,,12.9,,,,,,,
4119,54:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 6/61 | 126559 bytes | john_IMG_2295.jpg,LOCAL,,12.8,,,,,,,
4120,54:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 7/61 | 103367 bytes | heon_IMG_1328.JPG,LOCAL,,12.7,,,,,,,
4121,54:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.3,,Test 8/61 | 84529 bytes | heon_IMG_1418.JPG,LOCAL,,12.3,,,,,,,
4122,54:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.6,,Test 9/61 | 124175 bytes | john_IMG_2623.jpg,LOCAL,,12.6,,,,,,,
4123,54:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:13.0,,Test 10/61 | 134587 bytes | sam_IMG_1803.JPG,LOCAL,,13,,,,,,,
4124,55:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.5,,Test 11/61 | 98594 bytes | john_IMG_0684.jpg,LOCAL,,12.5,,,,,,,
4125,55:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.9,,Test 12/61 | 123661 bytes | heon_IMG_1393.JPG,LOCAL,,12.9,,,,,,,
4126,55:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,countdown_blank,1,,00:13.0,,Test 13/61 | 144128 bytes | john_IMG_1511.jpg,LOCAL,,13,,,,,,,
4127,55:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 14/61 | 133714 bytes | john_IMG_2313.jpg,LOCAL,,12.8,,,,,,,
4128,55:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 15/61 | 134201 bytes | john_IMG_0534.jpg,LOCAL,,12.8,,,,,,,
4129,55:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.8,,Test 16/61 | 127433 bytes | john_IMG_1229.jpg,LOCAL,,12.8,,,,,,,
4130,56:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 17/61 | 134433 bytes | john_IMG_2193.jpg,LOCAL,,12.7,,,,,,,
4131,56:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_green,countdown_green,1,,00:12.2,,Test 18/61 | 55949 bytes | heon_IMG_1086.JPG,LOCAL,,12.2,,,,,,,
4132,56:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 19/61 | 125830 bytes | john_IMG_1884.jpg,LOCAL,,12.7,,,,,,,
4133,56:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.6,,Test 20/61 | 114374 bytes | heon_IMG_0880.JPG,LOCAL,,12.6,,,,,,,
4134,56:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.6,,Test 21/61 | 105916 bytes | heon_IMG_0857.JPG,LOCAL,,12.6,,,,,,,
4135,56:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 22/61 | 138311 bytes | sam_IMG_2444.JPG,LOCAL,,12.8,,,,,,,
4136,57:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 23/61 | 116562 bytes | john_IMG_1430.jpg,LOCAL,,12.7,,,,,,,
4137,57:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 24/61 | 142456 bytes | john_IMG_1348.jpg,LOCAL,,12.8,,,,,,,
4138,57:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 25/61 | 112404 bytes | heon_IMG_1681.JPG,LOCAL,,12.7,,,,,,,
4139,57:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.3,,Test 26/61 | 70445 bytes | heon_IMG_0987.JPG,LOCAL,,12.3,,,,,,,
4140,57:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.8,,Test 27/61 | 144448 bytes | john_IMG_2657.jpg,LOCAL,,12.8,,,,,,,
4141,57:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 28/61 | 124964 bytes | sam_IMG_2085.JPG,LOCAL,,12.7,,,,,,,
4142,58:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 29/61 | 133244 bytes | IMG_2024.JPG,LOCAL,,12.7,,,,,,,
4143,58:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.7,,Test 30/61 | 117379 bytes | heon_IMG_1697.JPG,LOCAL,,12.7,,,,,,,
4144,58:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:13.0,,Test 31/61 | 141640 bytes | john_IMG_2789.jpg,LOCAL,,13,,,,,,,
4145,58:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.8,,Test 32/61 | 110239 bytes | john_IMG_0722.jpg,LOCAL,,12.8,,,,,,,
4146,58:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 33/61 | 126798 bytes | john_IMG_1778.jpg,LOCAL,,12.7,,,,,,,
4147,58:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,0.994,,00:12.9,,Test 34/61 | 106732 bytes | john_IMG_0579.jpg,LOCAL,,12.9,,,,,,,
4148,59:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.6,,Test 35/61 | 95858 bytes | john_IMG_1026.jpg,LOCAL,,12.6,,,,,,,
4149,59:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.7,,Test 36/61 | 122858 bytes | heon_IMG_0917.JPG,LOCAL,,12.7,,,,,,,
4150,59:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.5,,Test 37/61 | 108554 bytes | heon_IMG_1424.JPG,LOCAL,,12.5,,,,,,,
4151,59:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.8,,Test 38/61 | 142335 bytes | sam_IMG_1608.jpg,LOCAL,,12.8,,,,,,,
4152,59:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.7,,Test 39/61 | 131304 bytes | heon_IMG_1482.JPG,LOCAL,,12.7,,,,,,,
4153,59:57.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.8,,Test 40/61 | 133724 bytes | john_IMG_1999.jpg,LOCAL,,12.8,,,,,,,
4154,00:07.0,LOCAL,SCENE,"2, 4.1, 4.2",,,countdown_blank,countdown_blank,1,,00:12.6,,Test 41/61 | 102296 bytes | IMG_1911.JPG,LOCAL,,12.6,,,,,,,
4155,00:17.0,LOCAL,SCENE,"2, 4.1, 4.2",,,none,none,1,,00:12.9,,Test 42/61 | 152985 bytes | john_IMG_1678.jpg,LOCAL,,12.9,,,,,,,
4156,00:27.0,LOCAL,SCENE,"2, 4.1, 4.2",,,green,green,1,,00:12.7,,Test 43/61 | 88304 bytes | heon_IMG_1095.JPG,LOCAL,,12.7,,,,,,,
4157,00:37.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.5,,Test 44/61 | 109002 bytes | heon_IMG_1731.JPG,LOCAL,,12.5,,,,,,,
4158,00:47.0,LOCAL,SCENE,"2, 4.1, 4.2",,,red,red,1,,00:12.9,,Test 45/61 | 150979 bytes | john_IMG_2595.jpg,LOCAL,,12.9,,,,,,,
